score,body,date,id,intro,tag,time,title
-0.23,"New Delhi: US software firm IBM Corp. on Thursday said it has signed an agreement to acquire Indian Information Technology  (IT) firm Sanovi Technologies Corp. that deals in cloud computing-related software. 
				   
				As a cloud-native company, Sanovi will strengthen our resiliency portfolio to manage broad range of applications, data, and IT systems of our clients, balancing digital and hybrid cloud transformation with increased regulatory compliance, said Martin Jetter, senior vice-president, Global Technology Services, IBM, in a statement. Upon closure of the deal, which is expected by the end of 2016, IBM plans to integrate the Sanovi capabilities into the IBM Global Technology Services unit. However, financial details of the deal were not disclosed. Founded in 2003, Sanovi Technologies is headquartered in Bengaluru and operates in the United States, the Middle East and Asia. The firm provides hybrid cloud recovery, cloud migration and business continuity software for enterprise data centres and cloud infrastructure. Adding these capabilities along with advanced analytics will better enable IBM to bolster its software defined resiliency strategy and delivery of business continuity and disaster recovery services for clients undergoing digital and hybrid cloud transformation, the statement said. With Sanovis software, IBM will further empower clients to redefine their disaster recovery strategy in the face of unprecedented industry change. IBMs technology leadership in hybrid cloud infrastructure and resiliency services makes it a clear choice to bring end-to-end services to our customers and transformational value to IBMs existing client base, said Sanovi co-founder and chief executive officer, Chandra Sekhar Pulamarasetti. In addition to being available as part of a managed resiliency service, IBM plans to make Sanovi DRM available as a stand-alone software licence for partners and customers looking to optimise in-house and vendor run resiliency programmes, the statement said. Today, IBM operates over 300 global delivery data centres and 46 IBM cloud data centres across 68 countries.",2016-10-27,6HPCzqyC0i7f7HBdJD7AJJ,"By the end of 2016, IBM plans to integrate Sanovi Technologies capabilities into the software firms Global Technology Services unit ",both,15:24,IBM to acquire Bengaluru-based IT firm Sanovi Technologies
-0.16,"New Delhi: Unfazed by yoga guru Ramdev-led Patanjalis anti-MNC campaign, Nestlé India  on Tuesday said its commitment to India will be unwavering with a history of over 104 years of presence in the country and described itself as 99.9% Indian. 
				   
				We have been in India for 104 years, 99.9% of my company is Indian starting with me... I am proud of this heritage that we have in this country and proud of what the company has done in this country,Nestlé India chairman and managing director Suresh Narayanan said. Stating that the companys consumers, suppliers, vendors, partners and shareholders are all Indians, he said: My contribution to taxes and salaries are all to Indians and therefore I am at a loss to understand as what else must I be doing to be called as Indian. He was responding to a query on how the company views allegations by Patanjali through various advertisements that just like the way East India Company enslaved and looted us, multinational companies are still doing the same by selling soap, shampoo, toothpaste, cream, powder and similar daily items at exorbitant price. Narayanan further said: So, while the statements are read also by my board both India and globally in Switzerland, we do not change our views simply because of the rhetoric. Choosing not to get into a slanging match, he said: Irrespective of what people might say, they have their points of view, I respect their point of view. Nestles purpose and value will be unwavering and its commitment to this country would also be unwavering. Also Read: Nestlé India: Are things back to normal after the Maggi episode?Reiterating that the bond and relationship with India built over the course of a century are rock-solid, he said the dignity and respect that we command as an entity is something we are grateful for and we would always be grateful. Citing the example of the Maggi crisis, Narayanan said not even once that during the entire crisis, the company had a single incident of unrest. Even though Nestlé India shut down five factories for five months due to the ban on Maggi, it did not have a single problem at any of the plants, he added. No distributor left us or supplier left us and no shareholder betrayed us and that tells you that they are happy dealing with us as a company and they are happy with the trust and relationship that we have established these years, Narayanan said further. If all these remain with me and I do not change my behaviour, then why should I be worried what people might say or think about my antecedents. On whether Nestlé India will foray into ayurvedic FMCG products, which is fast becoming popular, he replied in the negative. The difference for Nestlé is Nestlé looks for nutrition and does not look at the origin or the source of the nutrition. This is a company involved in science, technology and R&D in nutrition, he explained. According to Narayanan, Nestlé Indias aim is to make efficacious products and it does extensive trials to ensure the items are sustainable and stable and give the right kind of nutrition as far as consumers are concerned. I do not see our strategy changing from a primacy of nutrition, science, technology and wellness to a primacy which needs to say that something from this stream of medicine simply because its nice one to use. That as a company, we do not have that philosophy, Narayanan clarified.",2016-11-08,6Rj0mFV3Uyjv5EhRWD2srJ,Nestlé India  said its commitment to India will be unwavering  and described itself as 99.9% Indian,competitor,18:30,"Nestlé India counters Baba Ramdevs charges, reaffirms Indianness"
-0.24,"New Delhi: In deals potentially valued at around Rs12,000 crore, state-owned NLC India Ltd has shortlisted for acquisition GMR Groups 1,370 megawatt (MW) coal power project in Chhattisgarh and Hyderabad-based Ind-Barath Power Infra Ltds 700MW plant in Odisha. 
				   
				NLC, earlier known as Neyveli Lignite Corp. Ltd, will shortly hire two consultantsone each from the public and private sectors to carry out the due diligence, said Sarat Acharya, chairman and managing director, NLC India on the sidelines of  Global Natural Resources Conclave organized by Network18 and the Confederation of Indian Industry.The public sector unit plans to acquire 3,000MW of stressed power generation capacity, driven by its strategy of using the revenue generated from running such projects to finance capital expenditure. Others had come as part of the process that we have been running for stressed power projects acquisition. We are also setting up a power generation capacity of 7,000MW, which will take around six years for commissioning. Acquiring such stressed projects will allow us to generate electricity and start cash flows, Acharya added.Mint reported on 6 January about NLC being in talks with Ind-Barath to acquire its coal-fired power plant in Odisha.On 23 August, NLC India invited expressions of interest from firms owning coal- and lignite-based power plants of capacity of more than 2,00MW for possible acquisition.Across the country, thermal power projects totalling around 25,000MW are up for sale. Over the last few years, power companies have found it difficult to secure fuel supplies and buyers for the power they generate because debt-laden state electricity boards are unwilling to buy expensive power. Most power generators are weighed down by debt, forcing some of them to sell assets.NLC has already signed an agreement to acquire Damodar Valley Corp.s (DVC) 1,200MW Raghunathpur project in West Bengal through a joint venture company (JVC) proposed to be formed with DVC, with an equity shareholding of 74:26 by NLC and DVC. However, the acquisition plans have been hanging fire due to opposition from the West Bengal government.While the Raghunathpur projects has got other clearances, we are still awaiting clearance from the West Bengal government, which has been stuck for six months, Acharya said.DVC, formed on the lines of the Tennessee Valley Authority in the US, is owned by the Union government and the state governments of West Bengal and Jharkhand. Experts believe consolidation is inevitable because power projects are stressed.It is exciting to see power producers evaluating distressed assets and bringing forward their plans for capacity addition if the deal is priced right. It aligns to their competitive advantages like understanding of the region, availability of fuel source and capital, operational excellence and long-term sale of power. It also releases financial stress in the sector, said Sambitosh Mohapatra, partner (energy) at PwC India.While a GMR spokesperson did not respond to queries emailed on Thursday evening, an Ind-Barath spokesperson confirmed the development and in a text message said, Yes, NLC has shortlisted our Odisha plant and discussions are currently ongoing between the parties.NLC India which has an installed power generation capacity of 4,301MW, also plans to set up 4,000MW of solar power projects and is in talks with states in order to draw up viable power purchase agreements for selling electricity to them.We are developing a 630MW solar power plant in Tamil Nadu...We  have a capital expenditure plan of Rs1,24,000 crore (Rs1.24 trillion) to meet our 2025 target. We are also looking at developing lithium ion batteries which is under consideration of our research wing, Acharya said.A host of state-owned firms such as Power Grid Corp. of India Ltd, NTPC Ltd and Bharat Heavy Electricals Ltd are chalking out clean energy strategies, encouraged by the opportunities offered by Indias solar power ambitions. India plans to generate 175GW of renewable energy capacity by 2022. Of this, 100GW is to come from solar power projects with storage being seen as the next frontier in Indias clean energy push.",2017-04-10,6q5LtIUo7V0r6L0FXowWmI,"The shortlisted projects are GMR Groups 1,370MW coal power project in Chhattisgarh and Hyderabad-based Ind-Barath Powers 700MW plant in Odisha",competitor,02:03,"NLC shortlists GMR, Ind-Barath power projects for acquisition"
-0.22,"Mumbai: State-owned fuel retailers are planning to approach the government to compensate them for their losses while giving a 0.75% discount for cashless payments, two people aware of the matter said.
				   
				In the wake of demonetisation, the government on 8 December announced a discount of 0.75% for purchase of auto fuel using credit and debit cards and e-wallets at fuel stations run by Indian Oil Corp. Ltd (IOCL), Bharat Petroleum Corp.  Ltd (BPCL) and Hindustan Petroleum Corp. Ltd. The  discount came into effect on 13 December 2016. We may reach out to the government seeking compensation on the revenue losses arising out of the 0.75% discount we are currently providing. We plan to approach the government in a few months, said the first of the two officials cited above, an executive from one of the oil marketing companies, on condition of anonymity. A Mint report last month quoted OMCs as saying that the discounts could dent the revenue by around Rs1,100 crore till March. If the discount period is extended by another  quarter, it would double. The OMCs said they do not want the discount period extended. While marketing business (which includes fuel retailing) forms 18% of volumes for IOCL, at BPCL and HPCL, it forms 40-50%. Religare Institutional Research in a report dated 9 December said, Assuming 70% of transactions at OMC outlets go digital, IOCL, BPCL and HPCL could see a worst-case earnings hit of 8-14% in FY18 if they are unable to pass on these costs (which is unlikely). There are additional benefits of improved transparency and efficiency.The OMCs did not reply to an email sent on Thursday morning.I think the discount helps our marketing strategy. It will bring more customers to us who can experience our services, if they already have not. We will have to see if the government agrees to compensate us for the losses, said the second official, another OMC executive, on condition of anonymity. For OMCs,  diesel forms 70% of sales.  Assuming 70% of all transactions at fuel outlets move to the digital medium, the net discount for petrol/diesel works out to Rs0.3/litre. This can be comfortably passed on, as OMCs have been able to raise gross marketing margins in these products from Rs1 per litre to Rs2.6 per litre over the last three years, added Religare Institutional Research in its report. The OMCs operate (owned and co-owned with dealers) a network of 52,000 retail outlets, with annual sales of 92 billion litres of diesel and 31 billion litres of petrol (FY17E). OMCs said on Thursday that post-demonetisation, they have seen e-transactions go up by 50% in cities and around 30% in semi-rural areas. However, many rural areas are yet to start with digital payments. OMCs said many rural outlets do not have the means to accept digital payments. Once that is facilitated, the number of transactions would go up.Kotak Securities in a report dated 27 December said, IOCL management indicated that it has not received any clarification from the government on compensation for discounts on fuel sales through digital means. However, the company will be able to recover the incidental loss through reduction in transaction costs and modestly higher marketing margins on overall sales, if not compensated adequately. OMCs expect that once people get used to the e-transactions, the discounts would cease.",2017-01-20,6u1ZK0NzOfqJ9BwYwQWWoL,State-owned firms aim to approach government in a few months over the 0.75% discount for cashless payments at fuel outlets,competitor,01:13,Cashless discounts: Fuel retailers may ask govt for compensation
-0.89,"Mumbai: JHS Svendgaard Laboratories Ltd, a contract manufacturer for toothpaste makers such as Colgate-Palmolive (India) Ltd, Dabur India Ltd and Hindustan Unilever Ltd (HUL), expects to see full capacity utilization at its plants by the end of this financial year.
				   
				After more than three years of under-utilization, the company is in the midst of capacity expansion and manufactures for Patanjali Ayurved Ltd, a fast grower in the consumer packaged goods sector where most others are floundering with low single-digit to negative volume growth.We will be utilizing our capacities fully by the end of this financial year which is precisely after three years, three months and 17 days after capacity expansion, Nikhil Nanda, managing director, JHS Svendgaard said in an interview. The overall slowdown in the sector impacted some clients expansion plans, leading to a lag in capacity utilization, Nanda explained.The company plans capital expenditure of Rs30 crore for financial years 2017 and 2018, Nanda said, adding that most of its expansion is coming from launches in the ayurvedic and herbal space, led by companies such as Baba Ramdevs Patanjali Ayurved.Volume growth in the toothpaste category has been muted at about 1.5% in the September quarter as well as year-to-date in 2016, according to an October report by broker Edelweiss Securities Ltd.Additionally, industry leader Colgate lost market share in toothpaste from 57.2% in 2015 to 55.7% in September, most likely to herbal companies who have posted strong growth, the Edelweiss report said. It pointed out that Colgates overall volume growth had come in at 4% for the September quarter. Dabur also saw muted volume growth at 4% in the quarter, whereas volumes at HUL fell 1%.Meanwhile, Patanjalis Dant Kanti crossed Rs450 crore in revenues in fiscal 2016. In calendar year 2015, Patanjali Ayurveds retail value sales market share increased to 5.4% from 4.4% a year-earlier, whereas Colgate-Palmolive, HUL and Dabur India lost their market shares, according to Euromonitor International, a market research firm.To be sure, Colgate has increased advertisement spends and introduced new herbal products such as Cibaca Vedshakti, a toothpaste with clove for sensitive teeth.ALSO READ | Patanjali sparks herbal wave in Indias personal care marketHowever, most other firms have cut back on advertising and promotional spends and even limited new launches.In the September quarter, Dabur India and HUL cut back on advertising and promotional spends.Launches were down in the September quarter in fast-moving consumer goods space space, said Govind Shrikhande, managing director, Shoppers Stop Ltd, which runs the HyperCITY chain.ALSO READ | Inside Baba Ramdevs Patanjali empire",2016-11-15,6vsaO9cru6407Czwk5BCpM,"JHS Svendgaard, a contract manufacturer for toothpaste makers Colgate, Dabur and HUL, expectsd to see full capacity utilization by the end of this fiscal",competitor,02:28,Patanjali Dant Kantis popularity boosts production at JHS Svendgaard
1.0,"Singapore: Seventeen years ago an Indian man from New Delhi mesmerized the technology departments of global corporations with a doomsday story many times more puffed up than the luxuriant crop of hair he sported.
				   
				The latter was a wig, and the former was just bad science fiction packaged by consultants as a $600 billion hair-raiser. But Dewang Mehta, the chief lobbyist for Indias fledgling software services industry, carried off both with aplomb, convincing businesses that at the stroke of midnight of the new millennium, their computer systems would crash because old programs measured years in two digits instead of four. The solution, he persuaded them, was to let a horde of techies from Bangalore and Hyderabad go through each line of code and fix the Y2K bug. That was the birth of Indias massively successful software services industry, which died on Friday after a short battle with newer digital technologies. At the time of its demise, the business was worth $110 billion in annual export revenue.The first hint that the end was near came on Thursday when Tata Consultancy Services, the biggest Indian software vendor by market value, announced a virtual stalling of its business in the September quarter from the previous three months. After Infosys followed up by slashing its full-year revenue guidance for the second time in three months, it was time to turn off the ventilator.Infosys revenue growth pre-LehmanA coroners inquiry unearthed three signs of decay, the first of which shows how Indian companies cheap-talent-fueled growth ran out of breath. In the four quarters before the collapse of Lehman Brothers, Infosys saw revenue increase an average 29% in constant-currency terms. Back then, Dublin-based Accentures growth was just half as high. But theres nothing exceptional about Indian companies expansion anymore. All that investors have heard from managements this year is gloomy commentary on how challenging its become to get clients to open their wallets. When the companies do make news nowadays, its more often for dodgy business practices, regulatory slaps on the wrist, and senior-level exits.A slowdown alone wouldnt have stopped the Indian industry if it had been able to embrace smac, or social, mobile, analytics and cloud-based technologies. But the vendors wasted so much time defending their legacy business of writing code for and maintaining purpose-built enterprise applications that they failed to make a mark in the new digital world. As an analysis from  Mint shows, the dominant trio of Tata Consultancy, Infosys and Wipro between them had 1.5 times more workers doing digital stuff last year than Accenture. But the revenue they garnered was 40% less than what the latter chalked up from newer technologies. That makes the typical digital-tech employee of an Indian vendor 25% as efficient as his counterpart at the global consultant. This gap sets the clock back on Indian companies, which have taken years to narrow the productivity differential:Maybe its just banking clients and their inability to pay like they once did. Or perhaps its a combination of weak global growth, Brexit, protectionism and Donald Trumps vacillating stance on US visas for Indian technology workers. Hoping that turbulence is temporary, investors are still paying a hefty premium for future growth. They may get lucky for a while. Still, a dead-cat bounce from delayed orders coming through would hardly count as proof of life.The millennium scare got Indian software a foot in the door at global corporations. But now the shoe is on the other foot. Robotics and artificial intelligence are putting the vendors labour-intensive business at risk of obsolescence. Even if the concern is as puffed up as Y2K, with plenty of growth candidates in the Indian start-up world, at least for some investors it may be time to back new horses rather than flog dead ones. Bloomberg",2016-10-14,737W8zcjPA6lGWIajRCd6K,The Indian software services industry died on Friday after a short battle with newer digital technologies,competitor,13:52,Indian software dies at 17 from failure to grasp future
-0.35,"Bengaluru: Its hard to overstate the importance of the technology industry to India. Over the past three decades, the IT sector has helped drive the countrys economic growth, employed millions and made billionaires out of at least seven founders.
				   
				Now the industry is at risk from US President Donald Trumps policies. The administration is promising a clampdown on the work visas Indias tech services companies use to service American customers. In the days since the US government took first steps toward H1B visa reform, all of Indias high-profile technology tycoons have seen their net worth eroded.Azim Premji, chairman of Wipro Ltd and Indias fifth-richest man, and Shiv Nadar, the sixth-richest person in the country and chairman of HCL Technologies, have seen their shares slide. Narayana Murthy, Nandan Nilekani and three other founders of Infosys Ltd, all among the top 100 of Indias richest billionaires, have taken a hit too. IT stocks have dropped about 3% over that stretch, while the benchmark index has climbed 0.6%.Also read: In Donald Trumps H-1B visa crackdown, Indian students weigh Canada, IrelandWhether these changes are a precursor for more radical measures is what is worrying companies, said DD Mishra, a Pune-based research director at Gartner.Infosys, which reports earnings 13 April, may have the most at stake. The Bengaluru-based company is most vulnerable to US visa reforms because it has the lowest percentage of local hires in the US, Goldman Sachs analysts Sumeet Jain and Saurabh Thadani said in a research note last week. HCL and Wipro also have risks from visa reforms but they hire relatively more Americans, the analysts wrote.Infosys kicks off earnings season for the industry this week, giving investors a chance to get more insight into the challenges and corporate strategies for addressing them. Tata Consultancy Services Ltd, the market leader, is scheduled to report results next week.The debate has been over the H1B visa program, which allows companies to bring 85,000 workers into the US from overseas each year. On 31 March, just as companies prepared to file applications for next years allotment, the Trump administration rolled out a series of policy measures making it harder for firms to use the program for computer programmers and announced measures to fight what it called fraud and abuse. In parallel, the Justice Department warned employers applying for visas not to discriminate against US workers. All of this was in line with promises made during Donald Trumps presidential campaign to overhaul the program he described as bringing cheap overseas labour at the cost of American jobs and salaries.From India, those promises look like threats to the economy. Information technology is the largest employer in the private sector, providing a livelihood to nearly 4 million, and contributes about 9% of gross domestic product. Indias software and services exports total about $110 billion, with nearly two thirds of that revenue coming from the US.Visa uncertainty could wreak havoc with planning and jeopardize profits in the industry. It may also raise risks for customers that depend on such services, from Wall Street banks to retailers and airlines. Difficulties in getting visas or rising salaries of H-1B employees will have a material impact on companies, said Rostow Ravanan, chief executive officer of Mindtree Ltd, a Bangalore-based outsourcer that uses hundreds of H-1B visas every year.Several countries around the world are adopting or considering similar policies. That poses a threat to the business model perfected by Indian companies, Ravanan said. These trends are dangerous because the IT industry and its talent serve the entire world, he said.Leading outsourcers including Infosys, Tata Consultancy, Wipro and HCL Technologies declined to comment on the visa issue.Companies have been working on contingency plans. If foreign workers cannot go to the US, it will become more expensive to hire local staff. Companies may also try to do more work for American clients from abroad, including India.Nitin Rakesh, chief executive officer of tech services provider Mphasis Ltd is optimistic. He said the industry has gone through four or five reincarnations since the outsourcing business began. A Trump crackdown may lead to more innovation in the model.Through leveraging all the possible technology, including mobility and cloud, the growth opportunities are immense, said Rakesh, warning however that some companies will adapt and others may not. Growth will not be homogeneous. Bloomberg",2017-04-12,77F9x3usi1EEO6LQqHtsWM,"US President Donald Trumps H1B visa reform policies have eroded the net worth of Indias high-profile technology tycoons, including Azim Premji ",both,08:08,"H1B visa reform hits tech billionaires, from Azim Premji to Shiv Nadar"
-0.66,"Mphasis Ltds shares rose 3.18% on Tuesday, on news that the race for buying Hewlett-Packard Co.s (HPs) 60.5% stake in the company is hotting up. 
				   
				The Times of India said on Monday that Tech Mahindra Ltd is leading the race and is contemplating an offer that is at a 20% premium to the recent market price of Mphasis.Its true that a 20% premium to the current market price will be an aggressive offer. But its a bit premature for minority shareholders of Mphasis to get excited. This is because any decent offer will be possible only if HP sweetens the deal for the acquirer.As things stand, about a fourth of the companys revenue comes via HP, and it is declining at a fast pace. In the December quarter, revenue from the HP channel fell by almost 12% quarter-on-quarter. Five years ago, this business had an annual revenue run rate of $700 million; it has now fallen to around $220 million, based on the December quarter revenue. At this rate, the business will soon disappear. It doesnt make sense for any acquirer to pay a premium, unless HP provides some surety for providing business to Mphasis for at least three-five years. This may well be in HPs interest as well, as a decent- enough premium will help HP garner nearly $1 billion from the sale. But, of course, this cant be taken for granted. HP also has a wholly-owned subsidiary in India, which appears to have been a larger beneficiary of its offshoring efforts in recent years. As far as Tech Mahindras interest in the company goes, Mphasis, with its large exposure to the banking and financial services sector, will be a good fit. This is a segment where Tech Mahindra has lagged behind peers, and the acquisition will increase its scale in the business to a respectable $1 billion.But having said that, the risk of paying too much and merger integration issues are areas of concern. Analysts at Nomura Financial Advisory and Securities (India) Pvt. Ltd say in an 8 February note, One of the key things a buyer would look at when considering MPHL is the margin that it makes in the Direct Channel versus HP channel... Based on our calculation, direct channel Ebit (earnings before interest and tax) margins could be around 11% (nearly half of the HP Channel Ebit margins of around 20%).In most of the recent deals in the IT (information technology) services space, the target companies have had margins of around 20% and their portfolios have been far more diversified. As such, theres hardly any reason for paying a high premium for Mphasis over comparable deals such as iGate Corp.s acquisition of Patni Computer Systems Ltd.It seems the only way HP can extract good value is to commit to certain revenues via the HP channel for the next few years. Unless this happens, minority shareholders of Mphasis, who are hoping for a decent exit, will be disappointed.",2016-03-09,781PLKVfAIjCIazElwAUUK,"It seems the only way HP can extract good value is to commit to certain revenues via the HP channel for the next few years
",both,00:38,Will the Mphasis deal turn out to be a damp squib for minority shareholders?
-0.63,"Two fierce rivals. When one goes hunting for business, the other gets picky about profitability. Then they switch.
				   
				But while Infosys Ltd and Tata Consultancy Services Ltd (TCS) have presented contrasting images of each other at times, together the two big Indian software exporters have held a mirror. Analysts have used them to view global spending on those invisible lines of computer code that enable large corporations to run themselves. No longer. The picture the duo are displaying now is more about how their own industry is at risk of being overrun by robots.Infosys operating margin 
Before last quarters results, Infosys was doing a relatively better job of gaining investor approval. This time last year, TCS shares enjoyed a 15% higher valuation than Infosys, based on analysts expectations of future earnings. By this week, that had turned into a small discount.Then on Thursday, TCS beat revenue and profit estimates for the June quarter, but operating margins shrank to 25%. Thats below the managements targeted range of 26% to 28%, according to Bloomberg Intelligence. Infosys, which reported on Friday, cut its sales forecast for the year. Worse still, its operating margin came in at just 24.1%, extending a nearly four-year decline in relative profitability for the Bangalore-based group.Two years ago, Infosys tapped SAP executive Vishal Sikka to take over from the founders, who all seemed bent on having a go at running the company before retirement. For a while, it looked like they might run it aground. But while Infosys has steadied under Sikka, its increasingly clear that the new normal for operating margins for both Infosys and TCS may be around 25%, and not the 29% to 31% that at least Infosys used to hit fairly regularly before its management merry-go-around left it dizzy.Profitability is now capped by robots, or, to be more specific, a combination of artificial intelligence, digital technologies, blockchain and other innovations that are challenging the traditional strategy of throwing people at complex software problems and charging clients for their time. But while the large Indian vendors are themselves investing in these new areas, so much of their legacy business depends on exploiting the price difference between techies in the West and in developing countries, its not clear if theyll be able to switch to a people-lite business model in time.For the top four Indian vendors, growth in total employment has slowed to 8% levels, from 106% in the year ended in March 2012. But nimbler challengers are threatening to nibble at juicy businesses faster than the Indian companies can slim down. For instance, UK-based start-up Thought Machine has created a new, blockchain-based core banking package that resides in the cloud and wont require expensive in-house data centers, according to a report this week in Artificial Intelligence Online. TCS has made two acquisitions of more than $500 million in value, according to Bloomberg-compiled data. The last was in 2014. Infosys hasnt done any of that size with its $5 billion in cash. TCS fell as much as 3.8% in Mumbai on Friday, while Infosys slumped almost 11%. The relative performance of the two is no longer much of an investment theme. Of far greater importance is how they take on those robots. Bloomberg
This column does not necessarily reflect the opinion of Bloomberg LP and its owners.",2016-07-15,7fpqAbu803LF6pxZmIOLIL,"The picture TCS and Infosys are displaying now is more about how their own industry is at risk of being overrun by robots
",competitor,15:45,Indias software firms need more artificial intelligence
-0.36,"New Delhi: Government has formally granted a licence to BP Plc, Europes third-biggest oil company, to set up 3,500 petrol pumps in India, making it the 10th company to enter the lucrative fuel retailing sector. 
				   
				The company was granted a formal licence on 14 October. BP granted licence to market Motor Spirit (petrol) and High Speed Diesel (diesel)another milestone for BP in India, the company tweeted. The UK-based firm, as also Haldia Petrochemicals Ltd, was given approval by the oil ministry to retail petrol and diesel, officials said. A significant step in #BPs partnership with Indiabeen granted licence to market Motor Spirit and High Speed Diesel, it said. A BP India spokesperson had earlier this month stated that: BP sees a strong future for transportation fuels in India. We are keen to be involved in this market and contribute to its development. The company had in January this year won in-principle approval to retail aviation turbine fuel (ATF) to airlines in India. Subsequently, it got full approval for that. We can confirm we have been granted approval for marketing for ATF, the BP spokesperson said. For a licence to retail auto fuelspetrol, diesel and ATF, a company should have invested a minimum of Rs2,000 crore in exploration or production of oil and gas, oil refining, gas or product pipeline or terminals leading to additionally to the existing assets or creation of new assets in the eligible activities. BP, which had in 2011 bought 30% interest in 21 exploration blocks of Reliance Industries for $7.2 billion, had cited investment of nearly $500 million in oil and gas exploration and production for gaining the licence. India currently has about 56,190 petrol pumps, with public sector firms operating a majority of them. Private sector operators are limited to Essar Oil and Reliance Industries, who between them have some 3,500 petrol pumps. Royal Dutch Shell operates 82 petrol stations. Numaligarh Refineries Ltd (NRL) and Mangalore Refineries and Petrochemicals Ltd (MRPL) are late entrants and have six outlets between them. State-owned Indian Oil Corp (IOC) owns 25,363 petrol pumps, Hindustan Petroleum Corp Ltd (HPCL) 13,802 stations and Bharat Petroleum Corp Ltd (BPCL) 13,439 outlets. Kolkata-based Haldia Petrochemicals Ltd (HPL) was the latest company to get licence to set up upto 100 petrol pumps, mostly in West Bengal. In ATF or jet fuel retailing, there are 205 aviation fuel stations, 100 of which are owned by IOC, 40 by BPCL and 37 by HPCL. RIL has 27 aviation fuel stations at airports while joint venture of Shell and MRPL owns one.",2016-10-16,7l9cv1W6nD7U7KFvyo9eGN,"Oil ministry grants a licence to BP Plc to set up 3,500 petrol pumps in India",competitor,15:42,BP Plc gets licence to set up petrol pumps in India
