href,intro,title,date
http://www.livemint.com/Money/781PLKVfAIjCIazElwAUUK/Will-the-Mphasis-deal-turn-out-to-be-a-damp-squib-for-minori.html,"It seems the only way HP can extract good value is to commit to certain revenues via the HP channel for the next few years
",Will the Mphasis deal turn out to be a damp squib for minority shareholders?,"Wed, Mar 09 2016. 12 38 AM"
http://www.livemint.com/Money/2DPbJfLIo5AddW5EYaA7dP/Motherson-Sumi-growth-on-track-with-steady-margins-in-Septem.html,"With 85% of Motherson Sumi revenue accruing from overseas operations, the 15% growth in consolidated revenue is fairly impressive",Motherson Sumi growth on track with steady margins in September quarter,"Fri, Nov 11 2016. 12 42 AM"
http://www.livemint.com/Companies/ZtbDdmllI7vCs7oN2xJU8M/Future-Consumer-forms-JV-with-UK-wholesaler-Booker-Group.html,"Future Consumer, the packaged consumer goods arm of Kishore Biyani’s Future Group, is investing Rs50 crore in Booker India ",Future Consumer forms JV with UK wholesaler Booker Group,"Tue, Nov 15 2016. 01 13 AM"
http://www.livemint.com/Companies/azNuZd16Oj5CN8dXgEhtjO/Temasek-cut-stake-in-Alibaba-in-third-quarter-filing-shows.html,"Temasek sold 14.5 million American depositary receipts, leaving it with 39.6 million at the end of September, worth $4.2 billion","Temasek cut stake in Alibaba in third quarter, filing shows","Tue, Nov 15 2016. 08 51 AM"
http://www.livemint.com/Companies/2jwVaCF0ULAxUX0UWppRnL/Why-smaller-companies-have-bigger-debts.html,A ‘Mint’ analysis of 305 listed non-financial companies shows it is the smaller firms that are saddled with the highest amount of debt  relative to their market capitalization,Why smaller companies have bigger debts,"Tue, Nov 15 2016. 08 30 AM"
http://www.livemint.com/Companies/qV03Hr8aiVWnLwqzhDJqpM/Will-Dell-make-it-big-with-EMC.html,Dell is leveraging its EMC acquisition to offer services and solutions for companies to cope with the fast-transforming digital landscape,Will Dell make it big with EMC?,"Tue, Nov 15 2016. 04 42 AM"
http://www.livemint.com/Companies/0WvjNUVdKA0wsRBs0dv1FK/Govt-tells-RBI-to-examine-foreign-investments-in-medical-dev.html,"Finance ministry’s FIU has asked RBI to examine all foreign investments under the automatic route after January 2015, when FDI policy for the sector was laid out",Govt tells RBI to examine foreign investments in medical devices sector ,"Tue, Nov 15 2016. 01 39 AM"
http://www.livemint.com/Industry/H2CC5aRfpCEwz6c1KfqXPJ/KG-basin-issue-RIL-serves-arbitration-notice-to-government.html,RIL servers notice after petroleum ministry asked it to pay $1.55 billion for allegedly producing gas from a KG basin reservoir connected to that of ONGC,KG basin issue: RIL serves arbitration notice to government,"Tue, Nov 15 2016. 12 54 AM"
http://www.livemint.com/Industry/gSaLDo2UKvIxxvBNJW2J1H/Gail-scraps-7billion-LNG-tender-after-bidder-disagreed-to.html,"Gail, which was forced by the oil ministry to add the ‘Make-in-India’ condition to its tender, will now hire the ships from the global spot or current market to transport LNG",Gail scraps $7-billion LNG tender after bidder disagreed to ‘Make-in-India’ terms,"Sun, Nov 13 2016. 04 39 PM"
http://www.livemint.com/Companies/gmA5d3FNaiTZwBA0jK8bRP/Reliance-Power-net-slips-6-to-Rs272-crore-in-September-quar.html,"Reliance Power’s total income has decreased to Rs2,562.25 crore in the September quarter, from Rs2,750.39 crore a year ago",Reliance Power net slips 6% to Rs272 crore in September quarter,"Fri, Nov 11 2016. 08 08 PM"
http://www.livemint.com/Politics/g01j1E2emM0roJqny9e7cL/Oil-minister-Dharmendra-Pradhan-probes-lapses-of-officials-d.html,"Actions of former officials at ONGC , Directorate General of Hydrocarbons relating to row between state-run firm, Reliance Industries on gas flow between connected reservoirs in K-G basin under scanner","Lapses of ONGC, DGH officials in UPA rule under probe: oil minister Dharmendra Pradhan ","Fri, Nov 11 2016. 12 12 AM"
http://www.livemint.com/Companies/ilJgmfiMgzGN3oarz8p6UP/Australia-approves-Adani-coal-mine-project.html,The Queensland government recognized that Adani Australia has already passed all scientific and legal examinations,Australia approves Adani coal mine project ,"Thu, Nov 10 2016. 01 39 PM"
http://www.livemint.com/Companies/coPcc4KKMyYKPYYwlo7ukJ/In-firms-PCs-and-smartphones-coexist-in-a-multidevice-worl.html,Dell CEO Michael Dell on the prospects for the combined Dell-EMC,"In firms, PCs and smartphones coexist in a multi-device world: Michael Dell","Tue, Nov 15 2016. 05 00 AM"
http://www.livemint.com/Companies/HopZtiyhtQkhttZeSIi2vL/Demonetization-a-bold-move-but-could-hurt-markets-for-next.html,CLSA MD Christopher Wood on Narendra Modi’s demonetization move against black money and impact on markets,"Demonetization a bold move, but could hurt markets for 6 months: Christopher Wood","Tue, Nov 15 2016. 02 36 AM"
http://www.livemint.com/Companies/6FQRcaBZiP9riem8jScm5H/TVS-CMD-Venu-Srinivasan-joins-Sir-Dorabji-Tata-Trust-as-trus.html,Venu Srinivsasan joined the Dorabji Tata Trust on 31 October,TVS CMD Venu Srinivasan joins Sir Dorabji Tata Trust as trustee,"Mon, Nov 14 2016. 03 48 PM"
http://www.livemint.com/Companies/ZtbDdmllI7vCs7oN2xJU8M/Future-Consumer-forms-JV-with-UK-wholesaler-Booker-Group.html,"Future Consumer, the packaged consumer goods arm of Kishore Biyani’s Future Group, is investing Rs50 crore in Booker India ",Future Consumer forms JV with UK wholesaler Booker Group,"Tue, Nov 15 2016. 01 13 AM"
http://www.livemint.com/Companies/azNuZd16Oj5CN8dXgEhtjO/Temasek-cut-stake-in-Alibaba-in-third-quarter-filing-shows.html,"Temasek sold 14.5 million American depositary receipts, leaving it with 39.6 million at the end of September, worth $4.2 billion","Temasek cut stake in Alibaba in third quarter, filing shows","Tue, Nov 15 2016. 08 51 AM"
http://www.livemint.com/Companies/2jwVaCF0ULAxUX0UWppRnL/Why-smaller-companies-have-bigger-debts.html,A ‘Mint’ analysis of 305 listed non-financial companies shows it is the smaller firms that are saddled with the highest amount of debt  relative to their market capitalization,Why smaller companies have bigger debts,"Tue, Nov 15 2016. 08 30 AM"
http://www.livemint.com/Companies/qV03Hr8aiVWnLwqzhDJqpM/Will-Dell-make-it-big-with-EMC.html,Dell is leveraging its EMC acquisition to offer services and solutions for companies to cope with the fast-transforming digital landscape,Will Dell make it big with EMC?,"Tue, Nov 15 2016. 04 42 AM"
http://www.livemint.com/Companies/0WvjNUVdKA0wsRBs0dv1FK/Govt-tells-RBI-to-examine-foreign-investments-in-medical-dev.html,"Finance ministry’s FIU has asked RBI to examine all foreign investments under the automatic route after January 2015, when FDI policy for the sector was laid out",Govt tells RBI to examine foreign investments in medical devices sector ,"Tue, Nov 15 2016. 01 39 AM"
http://www.livemint.com/Industry/Oh1p9YSPJlXqddJNvuZx3O/Google-takes-aim-to-ban-AdSense-on-fake-news-sites.html,"Google’s AdSense, which allows advertisers to place text ads on the millions of websites, is a major source of money for many publishers ",Google takes aim to ban AdSense on fake news sites,"Tue, Nov 15 2016. 08 56 AM"
http://www.livemint.com/Companies/qV03Hr8aiVWnLwqzhDJqpM/Will-Dell-make-it-big-with-EMC.html,Dell is leveraging its EMC acquisition to offer services and solutions for companies to cope with the fast-transforming digital landscape,Will Dell make it big with EMC?,"Tue, Nov 15 2016. 04 42 AM"
http://www.livemint.com/Companies/coPcc4KKMyYKPYYwlo7ukJ/In-firms-PCs-and-smartphones-coexist-in-a-multidevice-worl.html,Dell CEO Michael Dell on the prospects for the combined Dell-EMC,"In firms, PCs and smartphones coexist in a multi-device world: Michael Dell","Tue, Nov 15 2016. 05 00 AM"
http://www.livemint.com/Money/dJKoZ5qKObg92TdK1e8l0L/Tata-Motors-results-JLR-belies-investors-hope-even-as-Tata.html,"Tata Motors Q2 profit stood at Rs848 crore, better than Rs1,740 crore loss in the year-ago period, was about one-third the forecast","Tata Motors results: JLR belies investors hope, even as Tata-Mistry battle rages","Tue, Nov 15 2016. 07 47 AM"
http://www.livemint.com/Money/7WlS7f7eBcGuR7rp8iuYaJ/Reliance-Communicationss-September-quarter-results-hit-by-c.html,"Reliance Communications says September quarter results were impacted by an increase in competitive intensity, migration of CDMA customers to 4G LTE",Reliance Communications’s September quarter results hit by competition,"Tue, Nov 15 2016. 07 47 AM"
http://www.livemint.com/Money/l1g3Qp6kCoFtj11vFCHvFN/Pidilite-Q2-results-Demand-scenario-challenging-spike-in-i.html,"While Fevicol maker Pidilite’s consumer and bazaar margins fell, industrial business saw improvement due to lower input costs, superior product mix",Pidilite Q2 results: Demand scenario challenging; spike in input cost risk,"Tue, Nov 15 2016. 07 46 AM"
http://www.livemint.com/Money/IQsABakIUyjhNEyD671WbN/Q2-results-Britannia-shortchanged-in-the-near-term.html,"A fall in its margins left Britannia investors fretting, but a bigger worry is the effect of the currency exchange drive on consumption in the near term",Q2 results: Britannia short-changed in the near term,"Tue, Nov 15 2016. 07 46 AM"
http://www.livemint.com/Companies/bwuWQJsRVIavJC5LWuAgFM/Aurobindo-Pharma-posts-Rs602-crore-net-profit-in-Q2.html,"Aurobindo Pharma’s revenue rose 12% to Rs3,775.5 crore",Aurobindo Pharma posts  Rs602 crore net profit in Q2,"Tue, Nov 15 2016. 01 49 AM"
http://www.livemint.com/Companies/wMmBudyKb0irixvPgKS8BN/Tata-Motors-Q2-net-profit-at-Rs848-crore.html,"Tata Motors reports net profit of Rs848 crore in September quarter, compared with a loss of Rs1,740 crore in the year-ago period",Hedging losses crimp Tata Motors Q2 profit,"Mon, Nov 14 2016. 08 18 PM"
http://www.livemint.com/Companies/tpqgKKiTtYQRvcZZUh7WFI/NDTV-posts-September-quarter-loss-at-Rs17-crore.html,NDTV reported a drop in revenue to Rs126 crore in the quarter from Rs129 crore a year ago,NDTV posts September quarter loss of Rs17 crore,"Mon, Nov 14 2016. 08 13 PM"
http://www.livemint.com/Money/U6Rr1LTDu3m3CwpQNqoAPO/Tractors-rev-up-as-auto-segment-wobbles-at-Mahindra-and-Mahi.html,A good monsoon and pent-up demand fuelled farm equipment sales that nearly doubled from a year ago.,Tractors rev up as auto segment wobbles at Mahindra and Mahindra,"Mon, Nov 14 2016. 05 19 AM"
http://www.livemint.com/Money/y3gvFPBepeBhUETL7pwGwO/Swachh-SBI-Not-yet.html,"Out of State Bank of India’s Rs19,131 crore loans that slipped during the six months ended September, 40% was from its declared watch list",Swachh SBI? Not yet,"Mon, Nov 14 2016. 05 19 AM"
http://www.livemint.com/Money/Ewkd5ho7wOb6hGc0wFcGUI/Tata-Steel-New-Kalinganagar-plant-depresses-India-profits.html,Commissioning of Tata Steel’s new Kalinganagar (Odisha) plant has meant output is higher but the start-up costs are affecting profits,Tata Steel: New Kalinganagar plant depresses India profits,"Mon, Nov 14 2016. 05 19 AM"
http://www.livemint.com/Money/YI7of7kFSdDR83q8K66pCL/Pharma-shares-hit-by-antitrust-chill.html,"Apart from the fallout of the probe by the US Department of Justice, a bigger one, say analysts, is the rhetoric in the US presidential campaign on drug pricing",Pharma shares hit by anti-trust chill,"Tue, Nov 08 2016. 08 56 AM"
http://www.livemint.com/Opinion/IPLgVL2bWf1JSABCgqclHI/Big-Data-and-the-US-election.html,"Big Data experts get back to the drawing board to continue to create fear, uncertainty and doubt—all of which can only result in more business for them and their ilk",Big Data and the US election,"Tue, Nov 08 2016. 12 39 AM"
http://www.livemint.com/Industry/LgiU7oZ55AS1cl2UwIvTCN/Paytm-mobile-interface-to-be-available-in-10-Indian-language.html,"The Paytm interface will go live on the mobile application and webpage by Wednesday or Thursday, according to a company spokesperson  ",Paytm mobile interface to be available in 10 Indian languages ,"Tue, Nov 15 2016. 08 37 AM"
http://www.livemint.com/Politics/kcDSOV9ds7ZXw1ZwoKNGiP/Three-charts-that-show-why-demonetization-is-painful.html,The importance of cash in India can be seen from the fact that the country has a much higher cash-to-gross domestic product (GDP) ratio than most major economies,Three charts that show why demonetization is painful,"Tue, Nov 15 2016. 05 47 AM"
http://www.livemint.com/Companies/0SArJpfqkiCBj82GYYIncL/Axis-Bank-in-talks-to-sell-Mswipe-stake.html,Axis Bank may sell its 8% stake in mobile payments firm Mswipe for around $20 million in a deal that is likely to value that firm at $200-250 million,Axis Bank in talks to sell Mswipe stake,"Tue, Nov 15 2016. 12 47 AM"
http://www.livemint.com/Industry/fORprymIQSuPf1nNzGyAbL/Bad-loans-continue-to-pile-up-at-banks-in-Q2.html,"The aggregate gross NPAs of 37 listed banks that have reported September quarter earnings so far are at Rs6.49 trillion, a 97% increase from Rs3.29 trillion a year ago",Bad loans continue to pile up at banks in Q2,"Tue, Nov 15 2016. 01 32 AM"
http://www.livemint.com/Money/hNBrjChUVM5pMu06LUKsRM/Note-ban-Charges-on-ATM-transactions-waived-till-30-Decembe.html,"The waiver will be applicable on transactions done by a customer through his own bank ATM as well those of other banks, RBI said",ATM charges waived on all transactions till 30 December: RBI,"Mon, Nov 14 2016. 09 40 PM"
http://www.livemint.com/Industry/kKy2EqLiS77swQ1dDdhHTP/District-cooperative-banks-not-allowed-to-provide-exchange-f.html,"Existing customers of district central cooperative banks can withdraw upto Rs24,000 per week till 24 November","District cooperative banks not allowed to exchange Rs500, Rs1000 notes: RBI","Mon, Nov 14 2016. 10 41 PM"
http://www.livemint.com/Industry/dZ6ywVBwrNXMy3i28av4lK/Ujjivan-becomes-fourth-entity-to-receive-small-finance-bank.html,Ujjivan plans to start operations in the first quarter of the next calendar year,Ujjivan becomes fourth entity to receive small finance bank licence,"Mon, Nov 14 2016. 07 54 PM"
http://www.livemint.com/Politics/TiVYYArwmH315XrCksvXqN/NCPINo-switching-fee-for-RuPay-PoS-transactions-till-31-Dec.html,"NPCI CEO A P Hota said the objective is to support banks in the activation of existing RuPay cards, issuance of new cards and to widen the acceptance points",NCPI: No switching fee for RuPay PoS transactions till 31 December,"Mon, Nov 14 2016. 08 21 PM"
http://www.livemint.com/Industry/LgiU7oZ55AS1cl2UwIvTCN/Paytm-mobile-interface-to-be-available-in-10-Indian-language.html,"The Paytm interface will go live on the mobile application and webpage by Wednesday or Thursday, according to a company spokesperson  ",Paytm mobile interface to be available in 10 Indian languages ,"Tue, Nov 15 2016. 08 37 AM"
http://www.livemint.com/Politics/kcDSOV9ds7ZXw1ZwoKNGiP/Three-charts-that-show-why-demonetization-is-painful.html,The importance of cash in India can be seen from the fact that the country has a much higher cash-to-gross domestic product (GDP) ratio than most major economies,Three charts that show why demonetization is painful,"Tue, Nov 15 2016. 05 47 AM"
http://www.livemint.com/Companies/0SArJpfqkiCBj82GYYIncL/Axis-Bank-in-talks-to-sell-Mswipe-stake.html,Axis Bank may sell its 8% stake in mobile payments firm Mswipe for around $20 million in a deal that is likely to value that firm at $200-250 million,Axis Bank in talks to sell Mswipe stake,"Tue, Nov 15 2016. 12 47 AM"
http://www.livemint.com/Industry/fORprymIQSuPf1nNzGyAbL/Bad-loans-continue-to-pile-up-at-banks-in-Q2.html,"The aggregate gross NPAs of 37 listed banks that have reported September quarter earnings so far are at Rs6.49 trillion, a 97% increase from Rs3.29 trillion a year ago",Bad loans continue to pile up at banks in Q2,"Tue, Nov 15 2016. 01 32 AM"
http://www.livemint.com/Money/hNBrjChUVM5pMu06LUKsRM/Note-ban-Charges-on-ATM-transactions-waived-till-30-Decembe.html,"The waiver will be applicable on transactions done by a customer through his own bank ATM as well those of other banks, RBI said",ATM charges waived on all transactions till 30 December: RBI,"Mon, Nov 14 2016. 09 40 PM"
http://www.livemint.com/Industry/kKy2EqLiS77swQ1dDdhHTP/District-cooperative-banks-not-allowed-to-provide-exchange-f.html,"Existing customers of district central cooperative banks can withdraw upto Rs24,000 per week till 24 November","District cooperative banks not allowed to exchange Rs500, Rs1000 notes: RBI","Mon, Nov 14 2016. 10 41 PM"
http://www.livemint.com/Industry/dZ6ywVBwrNXMy3i28av4lK/Ujjivan-becomes-fourth-entity-to-receive-small-finance-bank.html,Ujjivan plans to start operations in the first quarter of the next calendar year,Ujjivan becomes fourth entity to receive small finance bank licence,"Mon, Nov 14 2016. 07 54 PM"
http://www.livemint.com/Politics/TiVYYArwmH315XrCksvXqN/NCPINo-switching-fee-for-RuPay-PoS-transactions-till-31-Dec.html,"NPCI CEO A P Hota said the objective is to support banks in the activation of existing RuPay cards, issuance of new cards and to widen the acceptance points",NCPI: No switching fee for RuPay PoS transactions till 31 December,"Mon, Nov 14 2016. 08 21 PM"
http://www.livemint.com/Politics/GbxSAgkKMCp9c0iSLMM7XP/Centre-raises-limits-for-cash-withdrawals-currency-exchange.html,"Customers can now exchange Rs4,500 for old bank notes at banks, compared to  Rs4,000 and can withdraw from Rs2,500 from ATMs, from the earlier Rs2,000","Cash withdrawal limit for ATMs, currency exchange increased ","Mon, Nov 14 2016. 01 00 AM"
http://www.livemint.com/Industry/vSop4ycUK0u7nZBA0prYFM/Australia-should-scrap-large-denomination-bank-notes-like-In.html,"Removal of large denomination bank notes in Australia would help in reducing crime and welfare fraud, increase tax revenue an lead to a ‘spike’ in bank deposits",Australia should scrap large denomination bank notes like India: UBS ,"Mon, Nov 14 2016. 05 08 PM"
http://www.livemint.com/Industry/Oh1p9YSPJlXqddJNvuZx3O/Google-takes-aim-to-ban-AdSense-on-fake-news-sites.html,"Google’s AdSense, which allows advertisers to place text ads on the millions of websites, is a major source of money for many publishers ",Google takes aim to ban AdSense on fake news sites,"Tue, Nov 15 2016. 08 56 AM"
http://www.livemint.com/Companies/qV03Hr8aiVWnLwqzhDJqpM/Will-Dell-make-it-big-with-EMC.html,Dell is leveraging its EMC acquisition to offer services and solutions for companies to cope with the fast-transforming digital landscape,Will Dell make it big with EMC?,"Tue, Nov 15 2016. 04 42 AM"
http://www.livemint.com/Companies/coPcc4KKMyYKPYYwlo7ukJ/In-firms-PCs-and-smartphones-coexist-in-a-multidevice-worl.html,Dell CEO Michael Dell on the prospects for the combined Dell-EMC,"In firms, PCs and smartphones coexist in a multi-device world: Michael Dell","Tue, Nov 15 2016. 05 00 AM"
http://www.livemint.com/Companies/qlApzzpVLqT90aJHwwrOoI/Dell-Technologiess-road-map-for-India.html,"Other than the PC, server and data centre businesses, Dell India is partnering with a number of companies in areas like digitization and Digital India",Dell Technologies’s road map for India,"Tue, Nov 15 2016. 04 52 AM"
http://www.livemint.com/Companies/EglgHzajhyz0SD8FdF6JEM/GE-buys-cloudbased-software-firm-ServiceMax-for-915-millio.html,GE says the acquisition is part of GE Digital’s strategy to advance its “Industrial Internet” vision,GE buys cloud-based software firm ServiceMax for $915 million,"Tue, Nov 15 2016. 12 16 AM"
http://www.livemint.com/Companies/aXuu3v9EGvcDz4Laqf2mGI/Infosys-invests-undisclosed-amount-in-USbased-startup-Tida.html,TidalScale is Infosys’s 10th investment in a start-up from its $500 million innovation fund,Infosys invests undisclosed amount in US-based start-up TidalScale,"Fri, Nov 11 2016. 05 48 PM"
http://www.livemint.com/Home-Page/GJWLb1CyeVMiP87J6UgvwK/Mark-Zuckerberg-among-Facebook-users-declared-dead.html,"Facebook accidentally declared Mark Zuckerberg, around 2 mn users dead as a message meant for memorialised profiles was mistakenly posted to other accounts",Mark Zuckerberg among Facebook users declared ‘dead’,"Sat, Nov 12 2016. 09 45 AM"
